 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto, Japan           |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              Dst                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               Dst                                          |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Quicklook                                    |
 # Converted to IAGA2002 format by the International Service of      |
 #  Geomagnetic indices (ISGI, http://isgi.unistra.fr)               |
 # The values in the raw of 00:00:00.000 are the mean values         |
 #  between 00:00UT and 01:00UT, etc.                                |
 # Missing values are indicated by value 9999                        |
 # Dst: Disturbed Storm Time, unit 1 nT                              |
 #                                                                   |
 # For more information on Dst index, please visit                   |
 #  World Data Center for Geomagnetism (Kyoto) website :             |
 #  http://wdc.kugi.kyoto-u.ac.jp/                                   |
DATE       TIME         DOY    Dst                                   |
2022-03-26 00:00:00.000 085     -1
2022-03-26 01:00:00.000 085      0
2022-03-26 02:00:00.000 085      3
2022-03-26 03:00:00.000 085      7
2022-03-26 04:00:00.000 085      9
2022-03-26 05:00:00.000 085     12
2022-03-26 06:00:00.000 085     14
2022-03-26 07:00:00.000 085     18
2022-03-26 08:00:00.000 085     19
2022-03-26 09:00:00.000 085     15
2022-03-26 10:00:00.000 085     12
2022-03-26 11:00:00.000 085     11
2022-03-26 12:00:00.000 085     10
2022-03-26 13:00:00.000 085      8
2022-03-26 14:00:00.000 085      9
2022-03-26 15:00:00.000 085     13
2022-03-26 16:00:00.000 085     18
2022-03-26 17:00:00.000 085     12
2022-03-26 18:00:00.000 085      3
2022-03-26 19:00:00.000 085     -8
2022-03-26 20:00:00.000 085    -14
2022-03-26 21:00:00.000 085     -7
2022-03-26 22:00:00.000 085      2
2022-03-26 23:00:00.000 085      3
2022-03-27 00:00:00.000 086     -1
2022-03-27 01:00:00.000 086     -4
2022-03-27 02:00:00.000 086      0
2022-03-27 03:00:00.000 086      5
2022-03-27 04:00:00.000 086      7
2022-03-27 05:00:00.000 086     11
2022-03-27 06:00:00.000 086     17
2022-03-27 07:00:00.000 086     19
2022-03-27 08:00:00.000 086     20
2022-03-27 09:00:00.000 086     18
2022-03-27 10:00:00.000 086      4
2022-03-27 11:00:00.000 086     -2
2022-03-27 12:00:00.000 086     -6
2022-03-27 13:00:00.000 086     -8
2022-03-27 14:00:00.000 086     -8
2022-03-27 15:00:00.000 086     -4
2022-03-27 16:00:00.000 086     -4
2022-03-27 17:00:00.000 086    -11
2022-03-27 18:00:00.000 086    -17
2022-03-27 19:00:00.000 086    -20
2022-03-27 20:00:00.000 086    -11
2022-03-27 21:00:00.000 086    -12
2022-03-27 22:00:00.000 086     -9
2022-03-27 23:00:00.000 086    -11
2022-03-28 00:00:00.000 087    -10
2022-03-28 01:00:00.000 087     -9
2022-03-28 02:00:00.000 087    -17
2022-03-28 03:00:00.000 087    -14
2022-03-28 04:00:00.000 087     -8
2022-03-28 05:00:00.000 087     -7
2022-03-28 06:00:00.000 087     -8
2022-03-28 07:00:00.000 087     -5
2022-03-28 08:00:00.000 087      2
2022-03-28 09:00:00.000 087      5
2022-03-28 10:00:00.000 087     -3
2022-03-28 11:00:00.000 087     -7
2022-03-28 12:00:00.000 087     -3
2022-03-28 13:00:00.000 087      0
2022-03-28 14:00:00.000 087      1
2022-03-28 15:00:00.000 087      6
2022-03-28 16:00:00.000 087      7
2022-03-28 17:00:00.000 087      4
2022-03-28 18:00:00.000 087      7
2022-03-28 19:00:00.000 087      7
2022-03-28 20:00:00.000 087      8
2022-03-28 21:00:00.000 087      6
2022-03-28 22:00:00.000 087      6
2022-03-28 23:00:00.000 087      6
2022-03-29 00:00:00.000 088      6
2022-03-29 01:00:00.000 088      4
2022-03-29 02:00:00.000 088      3
2022-03-29 03:00:00.000 088      7
2022-03-29 04:00:00.000 088      8
2022-03-29 05:00:00.000 088      5
2022-03-29 06:00:00.000 088      6
2022-03-29 07:00:00.000 088     11
2022-03-29 08:00:00.000 088     14
2022-03-29 09:00:00.000 088     11
2022-03-29 10:00:00.000 088      3
2022-03-29 11:00:00.000 088      1
2022-03-29 12:00:00.000 088      1
2022-03-29 13:00:00.000 088      5
2022-03-29 14:00:00.000 088     11
2022-03-29 15:00:00.000 088     16
2022-03-29 16:00:00.000 088     17
2022-03-29 17:00:00.000 088     13
2022-03-29 18:00:00.000 088     11
2022-03-29 19:00:00.000 088      6
2022-03-29 20:00:00.000 088      2
2022-03-29 21:00:00.000 088     -1
2022-03-29 22:00:00.000 088      2
2022-03-29 23:00:00.000 088      2
2022-03-30 00:00:00.000 089      4
2022-03-30 01:00:00.000 089      6
2022-03-30 02:00:00.000 089      6
2022-03-30 03:00:00.000 089      7
2022-03-30 04:00:00.000 089      7
2022-03-30 05:00:00.000 089      7
2022-03-30 06:00:00.000 089     11
2022-03-30 07:00:00.000 089     14
2022-03-30 08:00:00.000 089     17
2022-03-30 09:00:00.000 089     19
2022-03-30 10:00:00.000 089     14
2022-03-30 11:00:00.000 089      7
2022-03-30 12:00:00.000 089      7
2022-03-30 13:00:00.000 089      5
2022-03-30 14:00:00.000 089      6
2022-03-30 15:00:00.000 089      9
2022-03-30 16:00:00.000 089     11
2022-03-30 17:00:00.000 089     12
2022-03-30 18:00:00.000 089     13
2022-03-30 19:00:00.000 089      7
2022-03-30 20:00:00.000 089      2
2022-03-30 21:00:00.000 089     -1
2022-03-30 22:00:00.000 089     -2
2022-03-30 23:00:00.000 089     -1
2022-03-31 00:00:00.000 090      3
2022-03-31 01:00:00.000 090      7
2022-03-31 02:00:00.000 090     22
2022-03-31 03:00:00.000 090     17
2022-03-31 04:00:00.000 090     11
2022-03-31 05:00:00.000 090     -7
2022-03-31 06:00:00.000 090    -12
2022-03-31 07:00:00.000 090    -15
2022-03-31 08:00:00.000 090    -10
2022-03-31 09:00:00.000 090     -9
2022-03-31 10:00:00.000 090     -4
2022-03-31 11:00:00.000 090     -2
2022-03-31 12:00:00.000 090     -7
2022-03-31 13:00:00.000 090    -14
2022-03-31 14:00:00.000 090     12
2022-03-31 15:00:00.000 090      7
2022-03-31 16:00:00.000 090     -4
2022-03-31 17:00:00.000 090      1
